date,truck_id,driver_id,origin,destination,miles,fuel_gallons,fuel_cost,revenue,load_weight,hours_driven,maintenance_cost
2024-06-17,TRUCK-007,DRIVER-015,Dallas,Seattle,176.1,33.06,125.35,399.34,31310,3.1,0.0
2024-06-18,TRUCK-008,DRIVER-029,Chicago,Chicago,252.8,40.9,156.4,618.94,33357,4.7,0.0
2024-06-19,TRUCK-004,DRIVER-027,Houston,New York,353.7,54.07,199.99,715.37,26694,7.9,0.0
2024-06-20,TRUCK-013,DRIVER-001,Atlanta,Denver,390.3,59.61,230.06,737.32,31216,8.5,0.0
2024-06-20,TRUCK-009,DRIVER-009,Phoenix,Miami,411.5,55.67,208.69,1037.09,16555,8.6,0.0
2024-06-21,TRUCK-014,DRIVER-010,Dallas,Miami,281.0,45.22,167.53,767.26,17880,5.4,92.78
2024-06-22,TRUCK-016,DRIVER-009,Denver,Dallas,301.0,45.28,188.1,561.53,12047,5.5,0.0
2024-06-23,TRUCK-012,DRIVER-022,Chicago,Houston,257.6,49.48,176.7,593.81,20888,3.8,0.0
2024-06-23,TRUCK-011,DRIVER-008,Denver,Atlanta,342.6,52.58,188.75,829.32,32429,6.5,0.0
2024-06-24,TRUCK-018,DRIVER-010,Los Angeles,Phoenix,299.4,38.63,150.83,651.83,22550,5.0,0.0
2024-06-25,TRUCK-016,DRIVER-013,Houston,Denver,284.6,49.06,183.73,591.92,21210,7.2,0.0
2024-06-26,TRUCK-019,DRIVER-020,Los Angeles,Dallas,649.6,192.23,829.3,1391.68,24577,13.5,0.0
2024-06-26,TRUCK-017,DRIVER-004,Atlanta,Chicago,231.5,32.46,105.74,593.29,27436,3.8,0.0
2024-06-27,TRUCK-001,DRIVER-019,Los Angeles,Dallas,321.4,42.02,141.4,946.23,29631,6.4,0.0
2024-06-28,TRUCK-007,DRIVER-015,Chicago,Denver,281.1,38.84,144.41,781.12,21718,6.0,0.0
2024-06-28,TRUCK-016,DRIVER-003,Phoenix,Phoenix,263.4,38.42,144.18,658.01,21735,3.9,0.0
2024-06-29,TRUCK-002,DRIVER-005,Los Angeles,Seattle,310.9,35.98,129.77,518.25,21621,5.6,0.0
2024-06-30,TRUCK-007,DRIVER-004,Seattle,Los Angeles,399.5,62.72,252.54,772.01,27956,5.8,0.0
2024-07-01,TRUCK-005,DRIVER-027,Miami,Denver,386.4,55.48,201.67,715.77,32299,10.2,0.0
2024-07-01,TRUCK-010,DRIVER-011,Houston,Miami,217.0,31.36,120.88,594.58,28252,5.4,0.0
2024-07-02,TRUCK-005,DRIVER-009,Phoenix,Chicago,303.3,52.89,167.81,699.17,30410,4.7,0.0
2024-07-03,TRUCK-001,DRIVER-020,Denver,Los Angeles,258.2,30.19,110.43,539.45,27198,4.1,0.0
2024-07-04,TRUCK-015,DRIVER-004,Denver,Chicago,463.4,96.84,358.73,723.95,26280,9.0,0.0
2024-07-04,TRUCK-002,DRIVER-025,Atlanta,Atlanta,148.2,19.72,78.35,363.32,13336,2.2,0.0
2024-07-05,TRUCK-016,DRIVER-012,Houston,Seattle,276.2,41.13,156.75,755.52,22606,6.0,0.0
2024-07-06,TRUCK-019,DRIVER-018,New York,Dallas,221.8,48.72,187.9,484.82,18273,3.6,0.0
2024-07-06,TRUCK-001,DRIVER-017,Miami,Atlanta,122.4,15.06,52.59,217.41,30045,2.3,0.0
2024-07-07,TRUCK-001,DRIVER-002,New York,Denver,246.4,38.3,132.93,661.03,22205,4.2,0.0
2024-07-08,TRUCK-020,DRIVER-026,Houston,Atlanta,203.6,53.81,206.4,454.69,25565,4.5,0.0
2024-07-09,TRUCK-009,DRIVER-012,New York,Dallas,389.0,53.09,174.57,748.74,24583,9.6,0.0
2024-07-09,TRUCK-010,DRIVER-015,Miami,Denver,218.3,31.87,110.06,517.43,22267,4.2,0.0
2024-07-10,TRUCK-020,DRIVER-006,Houston,Seattle,311.5,80.91,331.23,804.93,29094,4.4,0.0
2024-07-11,TRUCK-004,DRIVER-013,Atlanta,Atlanta,515.5,90.16,305.54,1418.04,28106,9.7,0.0
2024-07-12,TRUCK-019,DRIVER-006,Miami,Atlanta,289.0,58.41,213.42,692.83,33498,5.3,0.0
2024-07-12,TRUCK-020,DRIVER-029,Seattle,Houston,331.7,70.54,236.21,695.26,34827,5.5,0.0
2024-07-13,TRUCK-013,DRIVER-016,Chicago,Phoenix,335.9,48.3,172.7,653.47,20134,9.3,0.0
2024-07-14,TRUCK-001,DRIVER-027,Phoenix,Dallas,242.0,30.28,117.34,584.47,32085,3.9,0.0
2024-07-15,TRUCK-014,DRIVER-011,Seattle,New York,397.8,67.44,229.71,847.68,21070,9.7,0.0
2024-07-15,TRUCK-009,DRIVER-008,Denver,Chicago,399.9,63.38,254.38,960.89,27692,7.0,87.08
2024-07-16,TRUCK-011,DRIVER-011,Miami,Phoenix,170.8,24.97,83.25,481.65,22534,2.5,0.0
2024-07-17,TRUCK-001,DRIVER-019,Dallas,Denver,448.8,57.04,225.42,1095.57,19961,10.2,0.0
2024-07-17,TRUCK-010,DRIVER-025,New York,New York,85.5,12.35,49.54,178.45,24373,1.5,0.0
2024-07-18,TRUCK-010,DRIVER-006,Dallas,Dallas,209.9,35.67,139.43,451.29,26541,6.3,0.0
2024-07-19,TRUCK-017,DRIVER-009,Los Angeles,New York,249.0,51.44,190.17,557.02,27778,5.4,0.0
2024-07-20,TRUCK-013,DRIVER-001,Atlanta,Houston,397.6,54.95,188.96,902.2,30594,5.4,0.0
2024-07-20,TRUCK-010,DRIVER-019,Miami,Phoenix,158.2,22.67,84.19,323.2,30107,2.1,0.0
2024-07-21,TRUCK-001,DRIVER-018,Chicago,Dallas,487.1,60.05,212.15,1187.11,36181,7.1,145.13
2024-07-22,TRUCK-016,DRIVER-026,Atlanta,New York,207.5,30.94,109.11,437.15,26459,4.1,0.0
2024-07-23,TRUCK-017,DRIVER-029,Los Angeles,Houston,402.8,59.61,210.04,1147.2,26403,5.5,0.0
2024-07-23,TRUCK-016,DRIVER-029,Dallas,Dallas,265.5,42.27,161.33,429.23,21000,4.9,0.0
2024-07-24,TRUCK-008,DRIVER-020,Seattle,Atlanta,166.2,25.84,101.2,400.88,24030,3.4,0.0
2024-07-25,TRUCK-015,DRIVER-008,New York,Denver,293.3,48.54,183.84,630.84,33808,5.6,0.0
2024-07-26,TRUCK-011,DRIVER-009,Chicago,Phoenix,281.7,40.12,153.62,663.91,21329,5.0,0.0
2024-07-26,TRUCK-005,DRIVER-003,Los Angeles,Dallas,83.5,12.37,49.89,210.35,32017,1.3,0.0
2024-07-27,TRUCK-009,DRIVER-003,Los Angeles,Houston,185.1,35.51,128.83,371.78,25953,2.9,0.0
2024-07-28,TRUCK-010,DRIVER-008,Seattle,Phoenix,225.1,43.8,155.44,625.17,30170,3.9,0.0
2024-07-28,TRUCK-010,DRIVER-012,Dallas,Houston,162.8,24.95,94.93,338.91,27828,3.0,0.0
2024-07-29,TRUCK-006,DRIVER-030,Los Angeles,Houston,518.8,74.91,265.69,1300.59,29491,12.3,0.0
2024-07-30,TRUCK-010,DRIVER-006,Phoenix,Denver,404.5,58.36,229.27,1017.54,28697,6.4,0.0
2024-07-31,TRUCK-008,DRIVER-006,Seattle,Phoenix,335.0,63.83,240.87,722.79,25340,8.2,0.0
2024-07-31,TRUCK-007,DRIVER-016,Denver,Houston,253.1,36.07,128.9,580.55,24934,4.8,0.0
2024-08-01,TRUCK-016,DRIVER-019,Miami,Los Angeles,198.3,31.46,117.66,436.91,28110,2.9,0.0
2024-08-02,TRUCK-015,DRIVER-029,Houston,Dallas,279.5,42.98,159.8,693.51,25724,5.1,0.0
2024-08-03,TRUCK-011,DRIVER-023,Phoenix,Chicago,216.1,31.65,131.78,627.98,26838,6.4,0.0
2024-08-03,TRUCK-019,DRIVER-006,Seattle,Chicago,269.9,89.97,334.65,713.5,29691,5.2,0.0
2024-08-04,TRUCK-011,DRIVER-009,Miami,Houston,300.1,54.78,220.68,788.52,33042,5.1,0.0
2024-08-05,TRUCK-001,DRIVER-029,Chicago,Denver,356.3,50.21,213.22,735.44,24104,8.4,0.0
2024-08-05,TRUCK-020,DRIVER-013,Chicago,Los Angeles,304.4,60.91,189.9,653.2,27223,4.7,67.46
2024-08-06,TRUCK-012,DRIVER-030,Atlanta,Denver,253.4,39.73,148.23,530.13,19347,4.1,0.0
2024-08-07,TRUCK-015,DRIVER-009,Dallas,Dallas,198.7,25.83,98.45,460.52,26443,3.6,0.0
2024-08-08,TRUCK-014,DRIVER-018,New York,Houston,248.4,39.16,144.82,493.91,24116,6.3,0.0
2024-08-08,TRUCK-010,DRIVER-025,Phoenix,Phoenix,288.8,49.1,188.2,651.97,16489,5.7,0.0
2024-08-09,TRUCK-014,DRIVER-013,Denver,Los Angeles,174.3,25.02,84.96,312.92,29255,2.5,0.0
2024-08-10,TRUCK-006,DRIVER-001,New York,Houston,229.4,31.4,118.68,508.14,19071,7.2,0.0
2024-08-11,TRUCK-016,DRIVER-015,New York,New York,321.8,49.38,171.86,790.42,32584,5.5,0.0
2024-08-11,TRUCK-018,DRIVER-028,New York,Seattle,510.6,82.55,347.57,1253.7,23634,7.8,0.0
2024-08-12,TRUCK-004,DRIVER-013,Seattle,Houston,343.4,78.07,293.59,934.23,23681,5.3,0.0
2024-08-13,TRUCK-008,DRIVER-028,Los Angeles,Dallas,447.7,80.44,306.0,835.37,21961,9.0,0.0
2024-08-14,TRUCK-006,DRIVER-003,Houston,Dallas,306.7,44.74,163.86,583.25,23476,4.9,0.0
2024-08-14,TRUCK-005,DRIVER-026,Denver,New York,352.0,61.56,220.36,708.61,32470,5.8,0.0
2024-08-15,TRUCK-010,DRIVER-001,Atlanta,Atlanta,353.5,47.24,169.61,852.04,20001,7.5,0.0
2024-08-16,TRUCK-014,DRIVER-005,Atlanta,Seattle,370.1,55.7,214.85,1009.63,29323,5.3,0.0
2024-08-16,TRUCK-017,DRIVER-018,Los Angeles,Los Angeles,336.0,50.64,208.39,653.38,25657,6.6,0.0
2024-08-17,TRUCK-015,DRIVER-020,Atlanta,Seattle,302.1,41.91,150.33,679.98,30998,5.7,0.0
2024-08-18,TRUCK-003,DRIVER-013,Seattle,Seattle,222.3,31.51,114.77,340.85,29405,3.1,0.0
2024-08-19,TRUCK-019,DRIVER-029,Los Angeles,Los Angeles,246.5,50.96,181.78,619.93,17828,5.5,0.0
2024-08-19,TRUCK-019,DRIVER-017,Los Angeles,Dallas,453.4,97.29,347.74,828.95,31042,6.3,0.0
2024-08-20,TRUCK-006,DRIVER-022,Houston,Atlanta,387.4,73.0,276.69,1215.02,29380,5.6,0.0
2024-08-21,TRUCK-003,DRIVER-012,Phoenix,Phoenix,257.1,44.01,165.23,599.26,28202,4.8,4.85
2024-08-22,TRUCK-016,DRIVER-002,Dallas,Houston,198.3,27.34,98.12,307.71,26321,3.2,0.0
2024-08-22,TRUCK-019,DRIVER-020,New York,Denver,205.1,34.48,137.35,444.51,30678,4.7,0.0
2024-08-23,TRUCK-002,DRIVER-022,Los Angeles,Atlanta,247.1,35.53,144.1,533.59,26741,5.2,0.0
2024-08-24,TRUCK-014,DRIVER-016,New York,Denver,163.2,20.17,80.23,373.17,20438,2.9,0.0
2024-08-24,TRUCK-008,DRIVER-017,Phoenix,New York,373.2,55.45,185.0,714.39,29071,7.8,3.93
2024-08-25,TRUCK-005,DRIVER-028,New York,Houston,451.6,64.69,243.75,982.64,28388,7.2,0.0
2024-08-26,TRUCK-009,DRIVER-005,Atlanta,Atlanta,242.5,39.35,132.75,556.42,27080,5.2,0.0
2024-08-27,TRUCK-015,DRIVER-015,Atlanta,Atlanta,290.6,38.44,131.78,511.81,19078,5.1,0.0
2024-08-27,TRUCK-016,DRIVER-029,Miami,Atlanta,423.4,65.66,237.1,759.77,20650,8.7,56.85
2024-08-28,TRUCK-017,DRIVER-006,Miami,Chicago,483.7,90.32,334.74,1157.37,25295,8.1,0.0
2024-08-29,TRUCK-013,DRIVER-015,Dallas,Atlanta,228.0,38.7,160.13,518.47,18880,3.7,0.0
2024-08-30,TRUCK-016,DRIVER-018,Atlanta,Dallas,288.4,46.02,183.07,634.57,19654,7.8,0.0
2024-08-30,TRUCK-014,DRIVER-016,Denver,Houston,209.7,35.34,136.63,342.98,17428,3.6,0.0
2024-08-31,TRUCK-011,DRIVER-029,Seattle,Dallas,212.3,37.86,120.61,428.41,23641,4.3,75.93
2024-09-01,TRUCK-007,DRIVER-006,Phoenix,Houston,377.5,54.38,207.1,816.57,23016,7.2,0.0
2024-09-02,TRUCK-006,DRIVER-005,Houston,Denver,365.5,59.7,258.97,481.5,26690,7.0,0.0
2024-09-02,TRUCK-010,DRIVER-022,Phoenix,Miami,290.6,42.51,150.22,783.86,19641,5.5,0.0
2024-09-03,TRUCK-011,DRIVER-027,Seattle,Seattle,448.5,71.12,225.13,794.62,27218,10.3,0.0
2024-09-04,TRUCK-015,DRIVER-024,Seattle,Houston,385.2,59.31,215.69,912.57,20798,7.3,54.19
2024-09-04,TRUCK-020,DRIVER-022,New York,New York,242.1,55.4,216.54,501.41,20476,5.3,0.0
2024-09-05,TRUCK-010,DRIVER-016,Miami,Seattle,284.2,43.86,169.23,706.22,21617,4.4,44.38
2024-09-06,TRUCK-013,DRIVER-015,Phoenix,New York,288.0,44.22,166.45,575.81,25198,6.6,0.0
2024-09-07,TRUCK-012,DRIVER-004,Los Angeles,Phoenix,183.8,29.4,105.09,344.89,15073,3.8,0.0
2024-09-07,TRUCK-016,DRIVER-029,Dallas,Denver,421.3,76.62,294.28,1024.53,27509,5.7,0.0
2024-09-08,TRUCK-005,DRIVER-004,Chicago,Miami,239.3,34.87,126.75,480.35,24609,4.4,0.0
2024-09-09,TRUCK-013,DRIVER-015,Denver,Seattle,407.9,67.57,231.53,741.61,22654,10.0,0.0
2024-09-10,TRUCK-015,DRIVER-005,Denver,New York,256.1,37.76,132.58,586.2,21099,3.7,0.0
2024-09-10,TRUCK-012,DRIVER-021,Chicago,Denver,389.3,48.88,178.31,972.97,35572,8.6,0.0
2024-09-11,TRUCK-016,DRIVER-011,New York,Los Angeles,287.9,44.09,146.93,594.19,20238,6.0,0.0
2024-09-12,TRUCK-002,DRIVER-018,Dallas,Dallas,328.4,33.51,124.52,705.98,29508,4.6,0.0
2024-09-13,TRUCK-016,DRIVER-010,Phoenix,Atlanta,199.4,32.03,119.89,422.67,31853,3.2,0.0
2024-09-13,TRUCK-005,DRIVER-027,Seattle,Chicago,183.5,26.26,100.92,368.31,26836,4.3,0.0
2024-09-14,TRUCK-009,DRIVER-020,New York,Chicago,268.3,41.4,153.31,573.52,32216,8.1,0.0
2024-09-15,TRUCK-002,DRIVER-024,Los Angeles,Houston,321.9,40.95,170.16,944.13,31082,5.7,0.0
2024-09-15,TRUCK-002,DRIVER-004,Miami,Denver,282.7,33.59,129.66,563.57,17039,4.4,0.0
2024-09-16,TRUCK-020,DRIVER-008,Dallas,New York,288.4,60.7,237.52,534.13,30825,6.8,0.0
2024-09-17,TRUCK-007,DRIVER-012,Chicago,Los Angeles,320.2,50.77,189.46,809.8,23922,6.9,0.0
2024-09-18,TRUCK-014,DRIVER-027,Denver,Dallas,208.4,27.47,111.07,478.63,25616,3.2,0.0
2024-09-18,TRUCK-002,DRIVER-020,New York,New York,143.9,15.98,58.6,313.01,24842,2.5,0.0
2024-09-19,TRUCK-016,DRIVER-029,Denver,Miami,243.8,33.34,118.23,409.25,33291,3.9,0.0
2024-09-20,TRUCK-003,DRIVER-007,Denver,Dallas,221.1,32.63,109.48,533.9,33806,4.0,0.0
2024-09-21,TRUCK-013,DRIVER-013,Miami,Dallas,412.5,58.22,217.16,646.31,26401,10.3,0.0
2024-09-21,TRUCK-019,DRIVER-019,New York,Dallas,555.5,137.62,486.72,1266.38,30902,7.1,0.0
2024-09-22,TRUCK-010,DRIVER-010,Atlanta,Dallas,497.1,76.66,271.42,930.65,26725,7.3,0.0
2024-09-23,TRUCK-007,DRIVER-014,Dallas,Los Angeles,248.1,30.14,117.53,478.29,33637,4.3,0.0
2024-09-23,TRUCK-013,DRIVER-011,Atlanta,New York,376.6,51.53,209.01,692.53,13719,8.7,0.0
2024-09-24,TRUCK-013,DRIVER-022,Dallas,Atlanta,321.8,56.29,209.85,762.15,18747,5.8,0.0
2024-09-25,TRUCK-017,DRIVER-026,Miami,New York,330.8,51.08,181.21,1001.17,32908,6.7,0.0
2024-09-26,TRUCK-017,DRIVER-006,Denver,Atlanta,292.3,52.72,216.81,842.43,23601,6.4,0.0
2024-09-26,TRUCK-017,DRIVER-008,Phoenix,Dallas,450.1,62.28,221.57,971.48,26363,12.4,0.0
2024-09-27,TRUCK-014,DRIVER-027,Denver,Los Angeles,273.0,43.55,165.04,711.69,27528,3.9,0.0
2024-09-28,TRUCK-011,DRIVER-026,Houston,New York,160.8,28.26,110.17,304.55,20084,4.1,0.0
2024-09-29,TRUCK-019,DRIVER-001,Houston,Los Angeles,563.4,113.23,429.89,1360.74,27643,8.3,0.0
2024-09-29,TRUCK-012,DRIVER-020,New York,Los Angeles,241.0,33.59,124.49,452.02,24113,5.8,0.0
2024-09-30,TRUCK-001,DRIVER-004,Atlanta,Chicago,257.4,31.48,107.24,554.96,26263,3.7,0.0
2024-10-01,TRUCK-006,DRIVER-028,Dallas,New York,56.6,10.69,39.8,129.71,22954,1.0,0.0
2024-10-02,TRUCK-005,DRIVER-007,Houston,New York,440.0,63.38,213.19,1010.46,18918,8.3,0.0
2024-10-02,TRUCK-015,DRIVER-026,Denver,Denver,133.5,17.48,64.06,327.27,30278,1.6,0.0
2024-10-03,TRUCK-009,DRIVER-001,Houston,Phoenix,354.7,54.11,231.37,872.11,22727,6.7,0.0
2024-10-04,TRUCK-017,DRIVER-023,Miami,Los Angeles,364.5,51.37,180.78,883.86,29889,10.7,0.21
2024-10-04,TRUCK-019,DRIVER-028,Atlanta,Denver,414.8,104.55,438.61,787.26,25552,6.9,0.0
2024-10-05,TRUCK-016,DRIVER-010,New York,Chicago,297.5,52.34,179.75,722.1,30577,6.2,0.0
2024-10-06,TRUCK-015,DRIVER-012,Phoenix,Seattle,418.1,69.7,262.16,948.14,31829,6.7,0.0
2024-10-07,TRUCK-019,DRIVER-019,Denver,Atlanta,422.1,109.67,458.21,691.51,22247,5.6,0.0
2024-10-07,TRUCK-016,DRIVER-026,Phoenix,Los Angeles,428.2,61.11,236.95,1207.82,31840,9.9,0.0
2024-10-08,TRUCK-013,DRIVER-023,Chicago,Phoenix,449.7,56.32,209.73,816.88,31023,9.2,0.0
2024-10-09,TRUCK-006,DRIVER-008,Atlanta,New York,418.4,71.6,245.23,886.67,27947,8.0,59.21
2024-10-10,TRUCK-002,DRIVER-023,Los Angeles,Dallas,116.0,14.92,58.34,265.98,20553,1.7,0.0
2024-10-10,TRUCK-003,DRIVER-002,Dallas,New York,296.2,45.29,180.44,685.58,32794,5.9,0.0
2024-10-11,TRUCK-001,DRIVER-018,Chicago,Seattle,205.6,27.74,107.61,421.72,35624,3.0,0.0
2024-10-12,TRUCK-009,DRIVER-020,Seattle,Denver,307.1,56.2,200.96,592.34,31685,4.6,0.0
2024-10-13,TRUCK-004,DRIVER-005,Denver,Chicago,213.5,38.6,161.84,517.15,25306,3.8,66.57
2024-10-13,TRUCK-009,DRIVER-029,Houston,Denver,333.6,52.8,187.14,666.67,35249,6.1,0.0
2024-10-14,TRUCK-009,DRIVER-008,New York,Los Angeles,222.0,30.14,102.86,467.27,24105,3.8,0.0
2024-10-15,TRUCK-018,DRIVER-023,Miami,Dallas,259.8,40.75,172.44,489.35,21564,7.0,0.0
2024-10-15,TRUCK-005,DRIVER-016,Phoenix,Seattle,249.9,46.57,164.93,506.37,31707,5.2,0.0
2024-10-16,TRUCK-014,DRIVER-008,Dallas,Phoenix,149.2,26.76,100.2,297.61,25908,3.1,0.0
2024-10-17,TRUCK-017,DRIVER-025,Miami,Phoenix,378.3,61.46,236.74,924.07,23028,7.1,0.0
2024-10-18,TRUCK-011,DRIVER-006,Dallas,Houston,195.4,29.95,119.72,397.51,26248,4.0,0.0
2024-10-18,TRUCK-008,DRIVER-013,Atlanta,Phoenix,260.7,36.97,144.46,640.48,19285,4.1,0.0
2024-10-19,TRUCK-013,DRIVER-012,New York,Seattle,307.3,48.17,194.99,682.46,27696,4.7,0.0
2024-10-20,TRUCK-004,DRIVER-016,Dallas,Denver,126.1,17.85,73.41,278.65,24248,2.0,0.0
2024-10-21,TRUCK-016,DRIVER-023,Chicago,Chicago,202.2,26.51,101.82,497.92,19603,4.7,21.52
2024-10-21,TRUCK-018,DRIVER-029,Denver,Atlanta,161.5,22.63,90.5,322.05,25944,4.2,0.0
2024-10-22,TRUCK-018,DRIVER-006,Phoenix,Miami,401.3,62.96,287.14,1226.97,11904,9.8,0.0
2024-10-23,TRUCK-020,DRIVER-026,Atlanta,Atlanta,439.9,103.65,401.9,915.19,26012,7.3,0.0
2024-10-23,TRUCK-017,DRIVER-009,Los Angeles,Phoenix,299.7,45.99,169.85,739.4,30656,5.5,0.0
2024-10-24,TRUCK-011,DRIVER-001,Atlanta,Phoenix,228.5,33.04,126.55,527.64,19676,4.9,68.13
2024-10-25,TRUCK-001,DRIVER-013,Atlanta,Los Angeles,241.4,29.94,121.65,505.29,29804,4.0,0.0
2024-10-26,TRUCK-018,DRIVER-010,New York,Phoenix,278.8,36.19,135.61,656.12,29548,5.8,0.0
2024-10-26,TRUCK-017,DRIVER-020,Phoenix,Miami,202.5,26.84,105.12,416.36,25578,4.6,0.0
2024-10-27,TRUCK-003,DRIVER-001,Chicago,New York,210.1,42.9,163.72,597.18,29545,3.5,0.0
2024-10-28,TRUCK-003,DRIVER-029,Miami,Los Angeles,210.9,31.21,120.84,439.95,24538,5.0,0.0
2024-10-29,TRUCK-016,DRIVER-001,Denver,Houston,325.7,51.64,193.75,695.75,23292,5.9,0.0
2024-10-29,TRUCK-007,DRIVER-004,New York,Dallas,236.1,40.79,144.28,410.31,20329,3.9,0.0
2024-10-30,TRUCK-012,DRIVER-021,Houston,Miami,365.5,51.13,179.03,876.12,21833,5.9,0.0
2024-10-31,TRUCK-013,DRIVER-025,Los Angeles,Chicago,261.7,40.89,149.26,480.41,23001,4.5,0.0
2024-11-01,TRUCK-016,DRIVER-002,Atlanta,Seattle,233.0,31.33,108.26,563.98,33315,4.1,0.0
2024-11-01,TRUCK-018,DRIVER-026,Chicago,Denver,489.0,69.4,263.53,1215.31,17150,8.4,0.0
2024-11-02,TRUCK-019,DRIVER-009,Atlanta,Chicago,221.9,59.48,240.66,629.19,13509,4.5,0.0
2024-11-03,TRUCK-013,DRIVER-005,Los Angeles,Miami,429.6,76.52,279.96,943.86,26074,10.5,0.0
2024-11-03,TRUCK-001,DRIVER-017,Atlanta,Los Angeles,299.3,39.24,143.5,597.11,34378,4.2,0.0
2024-11-04,TRUCK-018,DRIVER-016,Denver,Los Angeles,314.0,43.03,146.41,723.81,18546,5.3,0.0
2024-11-05,TRUCK-004,DRIVER-019,Houston,Denver,395.0,59.0,198.66,861.62,34767,7.4,0.0
2024-11-06,TRUCK-017,DRIVER-017,Atlanta,Atlanta,242.4,57.99,227.59,523.97,30610,5.3,0.0
2024-11-06,TRUCK-003,DRIVER-022,Atlanta,Atlanta,133.6,18.21,65.7,303.23,31717,3.6,0.0
2024-11-07,TRUCK-006,DRIVER-026,New York,Atlanta,186.5,27.06,103.49,525.32,24417,2.6,0.0
2024-11-08,TRUCK-020,DRIVER-017,Houston,Atlanta,63.5,12.41,50.33,153.0,19931,1.0,0.0
2024-11-09,TRUCK-016,DRIVER-027,Dallas,New York,396.0,57.65,199.18,914.94,29438,6.3,0.0
2024-11-09,TRUCK-016,DRIVER-004,Miami,Chicago,340.2,53.5,192.04,1201.04,30040,6.9,0.0
2024-11-10,TRUCK-019,DRIVER-021,Los Angeles,New York,324.2,93.36,318.51,773.49,23355,5.5,0.0
2024-11-11,TRUCK-005,DRIVER-017,Houston,Los Angeles,331.4,41.58,143.8,806.15,28406,5.5,0.0
2024-11-11,TRUCK-010,DRIVER-014,Chicago,Seattle,226.8,28.31,106.51,571.42,27900,3.8,0.0
2024-11-12,TRUCK-007,DRIVER-004,Chicago,Los Angeles,185.0,27.29,112.3,319.34,20828,3.0,0.0
2024-11-13,TRUCK-011,DRIVER-011,Los Angeles,Denver,436.3,55.84,253.41,810.03,27766,8.8,0.0
2024-11-14,TRUCK-010,DRIVER-021,Chicago,New York,492.3,83.73,278.62,1026.57,23772,7.7,0.0
2024-11-14,TRUCK-006,DRIVER-030,Houston,Miami,315.4,47.68,188.93,660.56,33217,5.4,0.0
2024-11-15,TRUCK-010,DRIVER-007,Phoenix,Atlanta,181.6,24.2,87.31,355.74,21198,3.4,0.0
2024-11-16,TRUCK-012,DRIVER-010,Houston,Seattle,228.5,38.01,157.49,516.41,30888,4.3,0.0
2024-11-17,TRUCK-001,DRIVER-018,Phoenix,Phoenix,458.3,69.01,252.12,1176.69,23618,9.8,72.75
2024-11-17,TRUCK-011,DRIVER-025,Denver,Houston,318.6,43.36,142.79,732.58,21357,4.2,0.0
2024-11-18,TRUCK-016,DRIVER-025,Los Angeles,Houston,351.7,55.62,208.28,706.52,16921,6.1,0.0
2024-11-19,TRUCK-008,DRIVER-022,Chicago,Los Angeles,370.1,42.29,157.47,883.6,30334,7.1,0.0
2024-11-20,TRUCK-008,DRIVER-011,Houston,Denver,377.4,53.88,203.87,687.0,20245,6.5,0.0
2024-11-20,TRUCK-010,DRIVER-015,Denver,Los Angeles,505.0,80.52,269.5,998.46,18823,10.2,0.0
2024-11-21,TRUCK-005,DRIVER-007,Phoenix,New York,298.7,45.26,165.52,504.47,24315,5.1,0.0
2024-11-22,TRUCK-008,DRIVER-005,Atlanta,Seattle,263.6,40.31,150.58,546.57,29298,4.7,0.0
2024-11-22,TRUCK-003,DRIVER-001,New York,Phoenix,190.1,24.9,92.66,442.55,28349,3.3,0.0
2024-11-23,TRUCK-011,DRIVER-019,Houston,Miami,364.9,51.05,189.37,741.29,31061,7.3,0.0
2024-11-24,TRUCK-018,DRIVER-014,Denver,Seattle,329.4,42.06,144.21,841.97,23096,6.6,0.0
2024-11-25,TRUCK-016,DRIVER-026,Atlanta,Phoenix,285.5,45.72,156.93,632.49,29789,5.0,0.0
2024-11-25,TRUCK-017,DRIVER-004,New York,New York,410.4,68.2,252.22,866.02,23591,7.3,0.0
2024-11-26,TRUCK-008,DRIVER-026,Seattle,Denver,315.0,63.9,237.92,835.52,24247,5.4,0.0
2024-11-27,TRUCK-003,DRIVER-017,New York,Los Angeles,248.5,37.12,138.64,657.27,29951,4.7,0.0
2024-11-28,TRUCK-020,DRIVER-030,Chicago,Denver,113.8,24.53,99.01,252.16,29932,2.4,0.0
2024-11-28,TRUCK-007,DRIVER-009,New York,Los Angeles,414.2,67.38,252.39,902.21,16847,8.0,0.0
2024-11-29,TRUCK-019,DRIVER-030,Los Angeles,Atlanta,193.4,42.05,158.86,460.67,24511,4.4,0.0
2024-11-30,TRUCK-006,DRIVER-024,Atlanta,Atlanta,119.5,19.27,67.59,275.46,29481,2.2,0.0
2024-12-01,TRUCK-016,DRIVER-028,Los Angeles,Phoenix,301.1,43.33,143.62,638.32,14958,5.8,0.0
2024-12-01,TRUCK-019,DRIVER-023,Denver,Denver,311.1,76.82,297.58,389.09,34117,5.9,0.0
2024-12-02,TRUCK-013,DRIVER-024,New York,Miami,413.8,68.65,267.56,955.42,23398,7.5,0.0
2024-12-03,TRUCK-004,DRIVER-008,Denver,Miami,220.7,31.31,120.9,472.8,22412,4.2,0.0
2024-12-03,TRUCK-010,DRIVER-015,Seattle,Phoenix,428.7,71.3,260.31,794.82,25887,12.6,0.0
